draftPickID,Year,Team ID,Lg,Rd,Pk,Player,College,G
,1986,Houston Rockets,NBA,1,20,Buck Johnson, johnsbu01,University of Alabama
,1986,Houston Rockets,NBA,2,43,Dave Feitl, feitlda01,University of Texas at El Paso
,1986,Houston Rockets,NBA,3,66,Anthony Bowie, bowiean01,University of Oklahoma
,1986,Houston Rockets,NBA,4,89,Conner Henry, henryco01,University of California Santa Barbara
,1986,Houston Rockets,NBA,5,112,Andre Banks,University of Iowa,
,1986,Houston Rockets,NBA,6,135,Robert Worthy,Myers University,
,1986,Houston Rockets,NBA,7,158,Rick Olson,University of Wisconsin,
,1985,Houston Rockets,NBA,1,19,Steve Harris, harrist01,University of Tulsa
,1985,Houston Rockets,NBA,3,54,Sam Mitchell, mitchsa01,Mercer University
,1985,Houston Rockets,NBA,3,57,Michael Payne,University of Iowa,
,1985,Houston Rockets,NBA,4,88,Mike Brooks,University of Tennessee,
,1985,Houston Rockets,NBA,6,134,Sam Potter,Oral Roberts University,
,1984,Houston Rockets,NBA,1,1,Hakeem Olajuwon, olajuha01,University of Houston
,1984,Houston Rockets,NBA,3,51,Jim Petersen, peterji01,University of Minnesota
,1984,Houston Rockets,NBA,4,74,Willie Jackson,Centenary College of Louisiana,
,1984,Houston Rockets,NBA,5,97,Al McClain,University of New Hampshire,
,1984,Houston Rockets,NBA,7,143,Joedy Gardner,California State University Long Beach,
,1984,Houston Rockets,NBA,8,166,Greg Wolff,Angelo State University,
,1984,Houston Rockets,NBA,9,188,Bill Coon,Presbyterian College,
,1984,Houston Rockets,NBA,10,210,Robert Turner,Canisius College,
,1983,Houston Rockets,NBA,1,1,Ralph Sampson, sampsra01,University of Virginia
,1983,Houston Rockets,NBA,1,3,Rodney McCray, mccraro01,University of Louisville
,1983,Houston Rockets,NBA,3,48,Craig Ehlo, ehlocr01,Washington State University
,1983,Houston Rockets,NBA,4,71,Darrell Browder,Texas Christian University,
,1983,Houston Rockets,NBA,5,94,Chuck Barnett,University of Oklahoma,
,1983,Houston Rockets,NBA,6,117,Jim Stack,Northwestern University,
,1983,Houston Rockets,NBA,7,140,Brian Kellerman,University of Idaho,
,1983,Houston Rockets,NBA,8,163,Jeff Bolding,Arkansas State University,
,1983,Houston Rockets,NBA,9,185,James Campbell,Oklahoma City University,
,1982,Houston Rockets,NBA,1,16,Terry Teagle, teaglte01,Baylor University
,1982,Houston Rockets,NBA,2,42,Jeff Taylor, tayloje01,Texas Tech University
,1982,Houston Rockets,NBA,3,63,Chuck Nevitt, nevitch01,North Carolina State University
,1982,Houston Rockets,NBA,4,85,Andre Gaddy,George Mason University,
,1982,Houston Rockets,NBA,5,107,Jeff Schneider,Virginia Polytechnic Institute and State University,
,1982,Houston Rockets,NBA,6,132,Don Wilson,University of Louisiana at Monroe,
,1982,Houston Rockets,NBA,7,154,Mike Helms,Wake Forest University,
,1982,Houston Rockets,NBA,8,176,Dan Callandrillo,Seton Hall University,
,1981,Houston Rockets,NBA,2,45,Ed Turner,Texas A&M University-Kingsville,
,1981,Houston Rockets,NBA,4,81,Larry Spriggs, sprigla01,Howard University
,1981,Houston Rockets,NBA,5,105,Hasan Houston,Bradley University,
,1981,Houston Rockets,NBA,6,127,Fred Cowan,University of Kentucky,
,1981,Houston Rockets,NBA,7,151,Joe Faine,Bowling Green State University,
,1981,Houston Rockets,NBA,8,172,Stanley Brewer,State University of West Georgia,
,1980,Houston Rockets,NBA,2,27,John Stroud, stroujo01,University of Mississippi
,1980,Houston Rockets,NBA,2,38,Terry Stotts,University of Oklahoma,
,1980,Houston Rockets,NBA,2,43,Billy Williams,Clemson University,
,1980,Houston Rockets,NBA,4,84,Dean Hunger,Utah State University,
,1980,Houston Rockets,NBA,5,106,Albert Jones,University of New Mexico,
,1980,Houston Rockets,NBA,6,130,Everette Jefferson,University of New Mexico,
,1980,Houston Rockets,NBA,7,152,Joe Nehls,University of Arizona,
,1980,Houston Rockets,NBA,8,173,Rosie Barnes,Bowling Green State University,
,1979,Houston Rockets,NBA,1,17,Lee Johnson, johnsle01,East Texas State University
,1979,Houston Rockets,NBA,2,42,Paul Mokeski, mokespa01,University of Kansas
,1979,Houston Rockets,NBA,3,59,Ricardo Brown,Pepperdine University,
,1979,Houston Rockets,NBA,4,76,Sammy Drummer,Georgia Institute of Technology,
,1979,Houston Rockets,NBA,4,80,Lionel Green,Louisiana State University,
,1979,Houston Rockets,NBA,5,104,Allen Leavell, leaveal01,Oklahoma City University
,1979,Houston Rockets,NBA,6,124,Collie Davis,Southern University and A&M College,
,1979,Houston Rockets,NBA,7,143,Rich Valavicius,Auburn University,
,1979,Houston Rockets,NBA,8,161,Delbert Watson,East Tennessee State University,
,1978,Houston Rockets,NBA,2,28,Buster Matheney,University of Utah,
,1978,Houston Rockets,NBA,3,47,Billy Ray Bates, batesbi01,Kentucky State University
,1978,Houston Rockets,NBA,4,67,Jackie Robinson, robinja01,University of Nevada Las Vegas
,1978,Houston Rockets,NBA,4,69,Joel Thompson,University of Michigan,
,1978,Houston Rockets,NBA,5,91,Gary Goodner,University of Texas at Austin,
,1978,Houston Rockets,NBA,6,113,Eddie Joe Chavez,Santa Clara University,
,1978,Houston Rockets,NBA,7,134,Stan Stewart,Loyola Marymount University,
,1977,Houston Rockets,NBA,2,34,Larry Moffett, moffela01,University of Nevada Las Vegas
,1977,Houston Rockets,NBA,2,40,Robert Reid, reidro01,St. Mary's University
,1977,Houston Rockets,NBA,3,62,Phil Bond, bondph01,University of Louisville
,1977,Houston Rockets,NBA,4,84,Rocky Smith,Oregon State University,
,1977,Houston Rockets,NBA,5,106,Ed Thompson,Idaho State University,
,1976,Houston Rockets,NBA,1,1,John Lucas, lucasjo01,University of Maryland
,1976,Houston Rockets,NBA,2,27,Phil Hicks, hicksph01,Tulane University
,1976,Houston Rockets,NBA,3,44,Barnes Hauptfuhrer,Princeton University,
,1976,Houston Rockets,NBA,4,61,Hercle Ivy,Iowa State University,
,1976,Houston Rockets,NBA,5,78,Dave Marrs,University of Houston,
,1976,Houston Rockets,NBA,6,96,Robert Paige,Houston Baptist University,
,1976,Houston Rockets,NBA,7,114,Barry Davis,Texas A&M University,
,1976,Houston Rockets,NBA,8,132,Dan Kruger,University of Texas at Austin,
,1975,Houston Rockets,NBA,1,11,Joe Meriweather, meriwjo01,Southern Illinois University
,1975,Houston Rockets,NBA,2,29,Jim Blanks,Gardner-Webb University,
,1975,Houston Rockets,NBA,3,47,Rudy White, whiteru01,Arizona State University
,1975,Houston Rockets,NBA,4,65,Ken Smith, smithke02,University of Tulsa
,1975,Houston Rockets,NBA,5,83,Rick Whitlow,Illinois State University,
,1975,Houston Rockets,NBA,6,101,William Johnson,Texas Tech University,
,1975,Houston Rockets,NBA,7,119,Nathaniel Barnett, barnena01,University of Akron
,1975,Houston Rockets,NBA,8,137,Leon Johnson,Centenary College of Louisiana,
,1975,Houston Rockets,NBA,9,154,Steve Storther,Providence College,
,1974,Houston Rockets,NBA,1,5,Bobby Jones, jonesbo01,University of North Carolina
,1974,Houston Rockets,NBA,2,23,Gus Bailey, bailegu01,University of Texas at El Paso
,1974,Houston Rockets,NBA,3,41,Robert Wilson,Iowa State University,
,1974,Houston Rockets,NBA,4,59,Larry Robinson,University of Texas at Austin,
,1974,Houston Rockets,NBA,5,77,Owen Wells, wellsow01,University of Detroit Mercy
,1974,Houston Rockets,NBA,6,95,Lawrence Johnson,Prairie View A&M University,
,1974,Houston Rockets,NBA,7,113,Kevin Fitzgerald,Oklahoma State University,
,1974,Houston Rockets,NBA,8,131,Steve Brooks,Arkansas State University,
,1974,Houston Rockets,NBA,9,149,Ken Stalling,University of Missouri-Rolla,
,1974,Houston Rockets,NBA,10,166,Marcus Washington,Marquette University,
,1973,Houston Rockets,NBA,1,6,Ed Ratleff, ratleed01,California State University Long Beach
,1973,Houston Rockets,NBA,3,51,E.C. Coleman, colemec01,Houston Baptist University
,1973,Houston Rockets,NBA,4,58,Lee Colburn,South Dakota State University,
,1973,Houston Rockets,NBA,5,75,Gary Rhoades,Colorado State University,
,1973,Houston Rockets,NBA,6,92,Tom Peck,University of Wisconsin-Eau Claire,
,1973,Houston Rockets,NBA,7,109,Fred DeVaughn,Westmont College,
,1973,Houston Rockets,NBA,8,126,John Thomas,Missouri Southern State University,
,1972,Houston Rockets,NBA,2,20,John Gianelli, gianejo01,University of the Pacific
,1972,Houston Rockets,NBA,3,37,Eric McWilliams, mcwiler01,California State University Long Beach
,1972,Houston Rockets,NBA,4,54,Wilbert Robinson, robinwi01,West Virginia University
,1972,Houston Rockets,NBA,5,70,James Silas, silasja01,Stephen F. Austin State University
,1972,Houston Rockets,NBA,6,87,Mike Collins,Seattle University,
,1972,Houston Rockets,NBA,7,104,Mike Jackson, jacksmi01,California State University Los Angeles
,1972,Houston Rockets,NBA,8,120,Henry Harris,Auburn University,
,1971,Houston Rockets,NBA,1,7,Cliff Meely, meelycl01,University of Colorado
,1971,Houston Rockets,NBA,2,24,Mike Newlin, newlimi01,University of Utah
,1971,Houston Rockets,NBA,4,58,Tom Owens, owensto01,University of South Carolina
,1971,Houston Rockets,NBA,5,75,Rudy Benjamin,Michigan State University,
,1971,Houston Rockets,NBA,5,78,Greg Nelson,Jacksonville University,
,1971,Houston Rockets,NBA,6,92,Garry Reist,Rice University,
,1971,Houston Rockets,NBA,7,109,Eric Hill,University of Minnesota,
,1971,Houston Rockets,NBA,8,126,Rich Katherman,Duke University,
,1971,Houston Rockets,NBA,9,142,Willie Kerry,University of Denver,
,1971,Houston Rockets,NBA,10,158,Calvin Oliver,University of Texas-Pan American,
,1971,Houston Rockets,NBA,11,174,Doug Rex,University of California Santa Barbara,
,1971,Houston Rockets,NBA,12,187,Chris Schrobilgen,University of Southern California,
,1971,Houston Rockets,NBA,13,199,Lee McCollough,Indiana University,
,1971,Houston Rockets,NBA,14,210,Gene Roberson,Canisius College,
,1971,Houston Rockets,NBA,15,219,Terry Guigg,Gonzaga University,
,1971,Houston Rockets,NBA,16,227,Leonard Jackson,University of Oregon,
,1971,Houston Rockets,NBA,17,231,Steve Sims,Pepperdine University,
,1971,Houston Rockets,NBA,18,234,Carlos Quintar,,
,1971,Houston Rockets,NBA,19,236,Gary Schneider,San Diego State University,
,1970,Houston Rockets,NBA,1,2,Rudy Tomjanovich, tomjaru01,University of Michigan
,1970,Houston Rockets,NBA,2,18,Calvin Murphy, murphca01,Niagara University
,1970,Houston Rockets,NBA,3,35,Curtis Perry, perrycu01,Missouri State University
,1970,Houston Rockets,NBA,4,52,Jody Finney,Ohio State University,
,1970,Houston Rockets,NBA,5,69,James Gilbert,Adams State College,
,1970,Houston Rockets,NBA,6,86,Mike Kretzer,East Tennessee State University,
,1970,Houston Rockets,NBA,7,103,Billy Paultz, paultbi01,St. John's University
,1970,Houston Rockets,NBA,8,120,Don Adams, adamsdo01,Northwestern University
,1970,Houston Rockets,NBA,9,137,Jim Gottschall,University of Dayton,
,1970,Houston Rockets,NBA,10,154,Toke Coleman,Eastern Kentucky University,
,1970,Houston Rockets,NBA,11,171,Ron Belton,Bellarmine University,
,1970,Houston Rockets,NBA,12,184,Jim Brooks,University of Nebraska,
,1970,Houston Rockets,NBA,13,194,Harry Lozon,Old Dominion University,
,1970,Houston Rockets,NBA,14,204,Clyde Oatis,Aurora University,
,1970,Houston Rockets,NBA,15,214,Jay Bond,University of Washington,
,1970,Houston Rockets,NBA,16,223,Dean Olofson,Wayne State University,
,1970,Houston Rockets,NBA,17,230,Dennis Dickens,Azusa Pacific University,
,1970,Houston Rockets,NBA,18,234,Jeff Cunningham,University of California Irvine,
,1970,Houston Rockets,NBA,19,237,Rick Erickson,Washington State University,
,1969,Houston Rockets,NBA,1,6,Bingo Smith, smithbi02,University of Tulsa
,1969,Houston Rockets,NBA,2,21,Bernie Williams, willibe01,La Salle University
,1969,Houston Rockets,NBA,3,35,Charles Bonaparte,Norfolk State University,
,1969,Houston Rockets,NBA,4,49,Johnny Allen,Bethune-Cookman College,
,1969,Houston Rockets,NBA,5,63,Charles Hentz, hentzch01,University of Arkansas at Pine Bluff
,1969,Houston Rockets,NBA,6,77,Bob Tallent,George Washington University,
,1969,Houston Rockets,NBA,7,91,Lynn Shackelford, shackly01,University of California Los Angeles
,1969,Houston Rockets,NBA,8,105,Bill DeHeer,Indiana University,
,1969,Houston Rockets,NBA,9,119,Larry Cheatham,University of Tulsa,
,1969,Houston Rockets,NBA,10,133,Lee Sims,Ashland University,
,1969,Houston Rockets,NBA,11,147,Justus Thigpen, thigpju01,Weber State University
,1969,Houston Rockets,NBA,12,160,Raul Duarte,South Dakota State University,
,1969,Houston Rockets,NBA,13,173,Joe McBride,Augusta State University,
,1969,Houston Rockets,NBA,14,184,Mike Heckman,University of California Irvine,
,1969,Houston Rockets,NBA,15,192,Jerry Nickens,Tougaloo College,
,1969,Houston Rockets,NBA,16,198,Dick Groves,San Jose State University,
,1969,Houston Rockets,NBA,17,204,Steve Howell,Ohio State University,
,1969,Houston Rockets,NBA,18,209,Joe Pridgen,North Carolina Central University,
,1969,Houston Rockets,NBA,19,213,Blaine Royer,Illinois State University,
,1968,Houston Rockets,NBA,1,1,Elvin Hayes, hayesel01,University of Houston
,1968,Houston Rockets,NBA,2,15,John Trapp, trappjo01,University of Nevada Las Vegas
,1968,Houston Rockets,NBA,3,23,Stu Lantz, lantzst01,University of Nebraska
,1968,Houston Rockets,NBA,4,37,Harry Barnes, barneha01,Northeastern University
,1968,Houston Rockets,NBA,4,48,Darryl Jones,Benedictine College,
,1968,Houston Rockets,NBA,5,51,Glen Combs, combsgl01,Virginia Polytechnic Institute and State University
,1968,Houston Rockets,NBA,6,65,Eldridge Webb,University of Tulsa,
,1968,Houston Rockets,NBA,7,79,Rick Adelman, adelmri01,Loyola Marymount University
,1968,Houston Rockets,NBA,8,93,Aaron Sellers,Jackson State University,
,1968,Houston Rockets,NBA,9,107,John Schetzsle,Ashland University,
,1968,Houston Rockets,NBA,10,121,Mike Butler, butlemi01,University of Memphis
,1968,Houston Rockets,NBA,11,135,Leonardo Epps,Clark Atlanta University,
,1968,Houston Rockets,NBA,12,148,Roy Manning,Lane College,
,1968,Houston Rockets,NBA,13,161,Marshall Evans,Lincoln University of Missouri,
,1968,Houston Rockets,NBA,14,172,Bobby Lewis,North Carolina State University,
,1968,Houston Rockets,NBA,15,182,Bill Gaines, gainebi01,East Texas State University
,1968,Houston Rockets,NBA,16,190,Chuck Caldwell,University of Missouri-St. Louis,
,1968,Houston Rockets,NBA,17,198,Dave Miller,San Diego State University,
,1968,Houston Rockets,NBA,18,204,Harold Grant,Pepperdine University,
,1968,Houston Rockets,NBA,19,208,Bill Corley,University of Connecticut,
,1967,Houston Rockets,NBA,1,7,Pat Riley, rileypa01,University of Kentucky
,1967,Houston Rockets,NBA,2,18,Bob Netolicky, netolbo01,Drake University
,1967,Houston Rockets,NBA,3,29,Richard Moore, mooreri01,Hiram Scott College
,1967,Houston Rockets,NBA,3,31,Nick Jones, jonesni01,University of Oregon
,1967,Houston Rockets,NBA,4,41,Ronald Kozlicki, kozliro01,Northwestern University
,1967,Houston Rockets,NBA,4,42,Craig Dill, dillcr01,University of Michigan
,1967,Houston Rockets,NBA,5,55,Herb McPherson,Murray State University,
,1967,Houston Rockets,NBA,6,66,Robert Cole,Saint Louis University,
,1967,Houston Rockets,NBA,7,79,Elbert Miller,University of Nevada Las Vegas,
,1967,Houston Rockets,NBA,8,90,Al Grundy,Saint Joseph's University,
,1967,Houston Rockets,NBA,9,102,Ron Coleman,University of Missouri,
,1967,Houston Rockets,NBA,10,112,John Duncan,Murray State University,
,1967,Houston Rockets,NBA,11,123,Al Razutis,Alliant International University,
,1967,Houston Rockets,NBA,12,132,Martin Navia,New Mexico Highlands University,
,1967,Houston Rockets,NBA,13,141,Bob Chlupsa,Manhattan College,
,1967,Houston Rockets,NBA,14,146,John Tolbert,South Carolina State University,
,,,,,,,,
,,,,,,,,
,2018,Utah Jazz,NBA,1,21,Grayson Allen, allengr01,Duke University
,2018,Utah Jazz,NBA,2,52,Vince Edwards, edwarvi01,Purdue University
,2017,Utah Jazz,NBA,1,24,Tyler Lydon, lydonty01,Syracuse University
,2017,Utah Jazz,NBA,1,30,Josh Hart, hartjo01,Villanova University
,2017,Utah Jazz,NBA,2,42,Thomas Bryant, bryanth01,Indiana University
,2017,Utah Jazz,NBA,2,55,Nigel Williams-Goss, willini01,Gonzaga University
,2016,Utah Jazz,NBA,1,12,Taurean Prince, princta02,Baylor University
,2016,Utah Jazz,NBA,2,42,Isaiah Whitehead, whiteis01,Seton Hall University
,2016,Utah Jazz,NBA,2,52,Joel Bolomboy, bolomjo01,Weber State University
,2016,Utah Jazz,NBA,2,60,Tyrone Wallace, wallaty01,University of California
,2015,Utah Jazz,NBA,1,12,Trey Lyles, lylestr01,University of Kentucky
,2015,Utah Jazz,NBA,2,42,Olivier Hanlan, hanlaol01,Boston College
,2015,Utah Jazz,NBA,2,54,Dani Diez, diezda01,
,2014,Utah Jazz,NBA,1,5,Dante Exum, exumda01,
,2014,Utah Jazz,NBA,1,23,Rodney Hood, hoodro01,Duke University
,2014,Utah Jazz,NBA,2,35,Jarnell Stokes, stokeja01,University of Tennessee
,2013,Utah Jazz,NBA,1,14,Shabazz Muhammad, muhamsh01,University of California Los Angeles
,2013,Utah Jazz,NBA,1,21,Gorgui Dieng, dienggo01,University of Louisville
,2013,Utah Jazz,NBA,2,46,Erick Green, greener01,Virginia Polytechnic Institute and State University
,2012,Utah Jazz,NBA,2,47,Kevin Murphy, murphke01,Tennessee Technological University
,2011,Utah Jazz,NBA,1,3,Enes Kanter, kanteen01,
,2011,Utah Jazz,NBA,1,12,Alec Burks, burksal01,University of Colorado
,2010,Utah Jazz,NBA,1,9,Gordon Hayward, haywago01,Butler University
,2010,Utah Jazz,NBA,2,55,Jeremy Evans, evansje01,Western Kentucky University
,2009,Utah Jazz,NBA,1,20,Eric Maynor, maynoer01,Virginia Commonwealth University
,2009,Utah Jazz,NBA,2,50,Goran Suton,Michigan State University,
,2008,Utah Jazz,NBA,1,23,Kosta Koufos, koufoko01,Ohio State University
,2008,Utah Jazz,NBA,2,44,Ante Tomic, tomican01,
,2008,Utah Jazz,NBA,2,53,Tadija Dragicevic, dragita01,
,2007,Utah Jazz,NBA,1,25,Morris Almond, almonmo01,Rice University
,2007,Utah Jazz,NBA,2,55,Herbert Hill,Providence College,
,2006,Utah Jazz,NBA,1,14,Ronnie Brewer, brewero02,University of Arkansas
,2006,Utah Jazz,NBA,2,46,Dee Brown, brownde03,University of Illinois at Urbana-Champaign
,2006,Utah Jazz,NBA,2,47,Paul Millsap, millspa01,Louisiana Tech University
,2005,Utah Jazz,NBA,1,3,Deron Williams, willide01,University of Illinois at Urbana-Champaign
,2005,Utah Jazz,NBA,2,34,C.J. Miles, milescj01,
,2005,Utah Jazz,NBA,2,51,Robert Whaley, whalero01,Walsh University
,2004,Utah Jazz,NBA,1,14,Kris Humphries, humphkr01,University of Minnesota
,2004,Utah Jazz,NBA,1,16,Kirk Snyder, snydeki01,University of Nevada Reno
,2004,Utah Jazz,NBA,1,21,Pavel Podkolzin, podkopa01,
,2003,Utah Jazz,NBA,1,19,Sasha Pavlovic, pavloal01,
,2003,Utah Jazz,NBA,2,47,Mo Williams, willima01,University of Alabama
,2002,Utah Jazz,NBA,1,19,Ryan Humphrey, humphry01,University of Notre Dame
,2002,Utah Jazz,NBA,2,47,Jamal Sampson, sampsja01,University of California
,2001,Utah Jazz,NBA,1,24,Raul Lopez, lopezra01,
,2001,Utah Jazz,NBA,2,53,Jarron Collins, collija03,Stanford University
,2000,Utah Jazz,NBA,1,23,DeShawn Stevenson, stevede01,
,2000,Utah Jazz,NBA,2,50,Kaniel Dickens, dickeka01,University of Idaho
,1999,Utah Jazz,NBA,1,19,Quincy Lewis, lewisqu01,University of Minnesota
,1999,Utah Jazz,NBA,1,24,Andrei Kirilenko, kirilan01,
,1999,Utah Jazz,NBA,1,28,Scott Padgett, padgesc01,University of Kentucky
,1999,Utah Jazz,NBA,2,58,Eddie Lucas,Virginia Polytechnic Institute and State University,
,1998,Utah Jazz,NBA,1,29,Nazr Mohammed, mohamna01,University of Kentucky
,1998,Utah Jazz,NBA,2,57,Torraye Braggs, braggto01,Xavier University
,1997,Utah Jazz,NBA,1,27,Jacque Vaughn, vaughja01,University of Kansas
,1997,Utah Jazz,NBA,2,56,Nate Erdmann,University of Oklahoma,
,1996,Utah Jazz,NBA,1,25,Martin Muursepp, muursma01,
,1996,Utah Jazz,NBA,2,54,Shandon Anderson, andersh01,University of Georgia
,1995,Utah Jazz,NBA,1,28,Greg Ostertag, ostergr01,University of Kansas
,1994,Utah Jazz,NBA,2,47,Jamie Watson, watsoja01,University of South Carolina
,1993,Utah Jazz,NBA,1,18,Luther Wright, wrighlu01,Seton Hall University
,1993,Utah Jazz,NBA,2,45,Bryon Russell, russebr01,California State University Long Beach
,1991,Utah Jazz,NBA,1,21,Eric Murdock, murdoer01,Providence College
,1991,Utah Jazz,NBA,2,48,Isaac Austin, austiis01,Arizona State University
,1990,Utah Jazz,NBA,2,33,Walter Palmer, palmewa01,Dartmouth College
,1989,Utah Jazz,NBA,1,21,Blue Edwards, edwarbl01,East Carolina University
,1989,Utah Jazz,NBA,2,48,Junie Lewis,University of South Alabama,
,1988,Utah Jazz,NBA,1,17,Eric Leckner, leckner01,University of Wyoming
,1988,Utah Jazz,NBA,2,42,Jeff Moe,University of Iowa,
,1988,Utah Jazz,NBA,3,67,Ricky Grace, graceri01,University of Oklahoma
,1987,Utah Jazz,NBA,1,15,Jose Ortiz, ortizjo01,Oregon State University
,1987,Utah Jazz,NBA,3,61,Clarence Martin,Western Kentucky University,
,1987,Utah Jazz,NBA,3,68,Billy Donovan, donovbi01,Providence College
,1987,Utah Jazz,NBA,4,84,Reuben Holmes,Alabama State University,
,1987,Utah Jazz,NBA,5,107,Bart Kofoed, kofoeba01,University of Nebraska at Kearney
,1987,Utah Jazz,NBA,6,130,Art Sabb,Bloomfield College,
,1987,Utah Jazz,NBA,7,153,Keith Webster,Harvard University,
,1986,Utah Jazz,NBA,1,15,Dell Curry, curryde01,Virginia Polytechnic Institute and State University
,1986,Utah Jazz,NBA,3,61,John Shasky, shaskjo01,University of Minnesota
,1986,Utah Jazz,NBA,3,63,Bill Breeding,Rocky Mountain College,
,1986,Utah Jazz,NBA,4,84,Marty Embry,DePaul University,
,1986,Utah Jazz,NBA,5,107,Kerry Boagni,California State University Fullerton,
,1986,Utah Jazz,NBA,6,130,Chuck Everson,Villanova University,
,1986,Utah Jazz,NBA,7,153,Mark Mitchell,University of Hartford,
,1985,Utah Jazz,NBA,1,13,Karl Malone, malonka01,Louisiana Tech University
,1985,Utah Jazz,NBA,2,37,Carey Scurry, scurrca01,Long Island University
,1985,Utah Jazz,NBA,4,83,Delaney Rudd, ruddde01,Wake Forest University
,1985,Utah Jazz,NBA,5,105,Ray Hall,Canisius College,
,1985,Utah Jazz,NBA,6,129,Jim Miller,University of Virginia,
,1985,Utah Jazz,NBA,7,151,Mike Wacker,University of Texas at San Antonio,
,1984,Utah Jazz,NBA,1,16,John Stockton, stockjo01,Gonzaga University
,1984,Utah Jazz,NBA,3,62,David Pope, popeda01,Norfolk State University
,1984,Utah Jazz,NBA,4,86,Jim Rowinski, rowinji01,Purdue University
,1984,Utah Jazz,NBA,5,108,Marcus Gaither,Fairleigh Dickinson University,
,1984,Utah Jazz,NBA,6,132,Chris Harrison,West Virginia Wesleyan College,
,1984,Utah Jazz,NBA,7,154,Bob Evans,Southern Utah University,
,1984,Utah Jazz,NBA,8,178,Eric Booker,University of Nevada Las Vegas,
,1984,Utah Jazz,NBA,9,199,Kelly Knight,University of Kansas,
,1984,Utah Jazz,NBA,10,222,Mike Curran,Niagara University,
,1983,Utah Jazz,NBA,1,7,Thurl Bailey, baileth01,North Carolina State University
,1983,Utah Jazz,NBA,3,54,Bob Hansen, hansebo01,University of Iowa
,1983,Utah Jazz,NBA,4,76,Doug Arnold,Texas Christian University,
,1983,Utah Jazz,NBA,5,100,Matt Clark,Oklahoma State University,
,1983,Utah Jazz,NBA,6,122,Fred Gilliam,Clemson University,
,1983,Utah Jazz,NBA,7,146,Joe Kazanowski,,
,1983,Utah Jazz,NBA,8,168,Michael McCombs,College of Santa Fe,
,1983,Utah Jazz,NBA,9,191,Ron Webb,Oklahoma Christian University,
,1983,Utah Jazz,NBA,10,211,Odell Mosteller,Auburn University,
,1982,Utah Jazz,NBA,1,3,Dominique Wilkins, wilkido01,University of Georgia
,1982,Utah Jazz,NBA,3,49,Steve Trumbo,Brigham Young University,
,1982,Utah Jazz,NBA,3,55,Jerry Eaves, eavesje01,University of Louisville
,1982,Utah Jazz,NBA,4,72,Mark Eaton, eatonma01,University of California Los Angeles
,1982,Utah Jazz,NBA,5,95,Mike McKay,University of Connecticut,
,1982,Utah Jazz,NBA,6,118,Alvin Jackson,Southern University and A&M College,
,1982,Utah Jazz,NBA,7,141,Thad Gardner,University of Michigan,
,1982,Utah Jazz,NBA,8,164,Rick Campbell,Middle Tennessee State University,
,1982,Utah Jazz,NBA,9,187,Riley Clarida,Long Island University,
,1982,Utah Jazz,NBA,10,208,Michael Edwards,University of New Orleans,
,1981,Utah Jazz,NBA,1,13,Danny Schayes, schayda01,Syracuse University
,1981,Utah Jazz,NBA,2,27,Howard Wood, woodho01,University of Tennessee
,1981,Utah Jazz,NBA,4,73,George Torres,Southern Nazarene University,
,1981,Utah Jazz,NBA,5,97,Mike Clark,University of Oregon,
,1981,Utah Jazz,NBA,6,119,Kevin Sprewer,Loyola University of Chicago,
,1981,Utah Jazz,NBA,7,143,Mike Robinson,Central Michigan University,
,1981,Utah Jazz,NBA,8,165,Bobby Cattage, cattabo01,Auburn University
,1981,Utah Jazz,NBA,9,188,Ken Ollie,University of Wyoming,
,1981,Utah Jazz,NBA,10,207,Joe Merten,University of Wisconsin-Eau Claire,
,1980,Utah Jazz,NBA,1,2,Darrell Griffith, griffda01,University of Louisville
,1980,Utah Jazz,NBA,1,19,John Duren, durenjo01,Georgetown University
,1980,Utah Jazz,NBA,4,72,Alan Taylor,Brigham Young University,
,1980,Utah Jazz,NBA,5,94,Wally West,Boston University,
,1980,Utah Jazz,NBA,6,118,Ken Cunningham,Western Michigan University,
,1980,Utah Jazz,NBA,7,140,Dave Colescott,University of North Carolina,
,1980,Utah Jazz,NBA,8,163,Jim Brandon,Saint Peter's College,
,1980,Utah Jazz,NBA,9,181,Paul Renfro,University of Texas at Arlington,
,1980,Utah Jazz,NBA,10,201,Leroy Coleman,Middle Tennessee State University,
,1979,Utah Jazz,NBA,1,20,Larry Knight,Loyola University of Chicago,
,1979,Utah Jazz,NBA,2,23,Tico Brown,Georgia Institute of Technology,
,1979,Utah Jazz,NBA,3,45,Arvid Kramer, kramear01,Augustana College (SD)
,1979,Utah Jazz,NBA,4,67,Greg Deane, deanegr01,University of Utah
,1979,Utah Jazz,NBA,5,89,Wolfe Perry,Stanford University,
,1979,Utah Jazz,NBA,6,109,Ernie Cobb,Boston University,
,1979,Utah Jazz,NBA,7,129,Paul Poe,Louisiana College,
,1979,Utah Jazz,NBA,8,148,Keith McDonald,Utah State University,
,1979,Utah Jazz,NBA,9,167,Milt Huggins,Southern Illinois University,
,1979,Utah Jazz,NBA,10,185,Paul Dawkins, dawkipa01,Northern Illinois University
,1978,Utah Jazz,NBA,1,11,James Hardy, hardyja01,University of San Francisco
,1978,Utah Jazz,NBA,2,35,Tommie Green, greento01,Southern University and A&M College
,1978,Utah Jazz,NBA,4,74,Mel Davis,University of North Texas,
,1978,Utah Jazz,NBA,4,75,Jeff Covington,Youngstown State University,
