draftPickID,Year,Team ID,Lg,Rd,Pk,Player,College,G
,1978,Denver Nuggets,NBA,5,106,Michael Edwards,University of Texas-Pan American,
,1978,Denver Nuggets,NBA,6,127,Robert Heard,Columbus State University,
,1978,Denver Nuggets,NBA,7,148,Jack Gilloon,University of South Carolina,
,1978,Denver Nuggets,NBA,8,166,Larry Vaculik,University of Colorado,
,1978,Denver Nuggets,NBA,9,183,Tom Schneeburger,United States Air Force Academy,
,1978,Denver Nuggets,NBA,10,198,Phil Taylor,University of Arizona,
,1977,Denver Nuggets,NBA,1,9,Tom LaGarde, lagarto01,University of North Carolina
,1977,Denver Nuggets,NBA,1,21,Anthony Roberts, roberan01,Oral Roberts University
,1977,Denver Nuggets,NBA,3,65,Robert Smith, smithro01,University of Nevada Las Vegas
,1977,Denver Nuggets,NBA,5,109,John Billups,University of Mississippi,
,1977,Denver Nuggets,NBA,6,130,Jim Town,University of Massachusetts Amherst,
,1977,Denver Nuggets,NBA,7,150,Willie High,Alabama State University,
,1977,Denver Nuggets,NBA,8,169,Len Saunders,University of Florida,
,,,,,,,,
,,,,,,,,
,2018,Portland TrailBlazers,NBA,1,24,Anfernee Simons, simonan01,
,2017,Portland TrailBlazers,NBA,1,15,Justin Jackson, jacksju01,University of North Carolina
,2017,Portland TrailBlazers,NBA,1,20,Harry Giles, gilesha01,Duke University
,2017,Portland TrailBlazers,NBA,1,26,Caleb Swanigan, swanica01,Purdue University
,2015,Portland TrailBlazers,NBA,1,23,Rondae Hollis-Jefferson, holliro01,University of Arizona
,2013,Portland TrailBlazers,NBA,1,10,CJ McCollum, mccolcj01,Lehigh University
,2013,Portland TrailBlazers,NBA,2,39,Jeff Withey, witheje01,University of Kansas
,2013,Portland TrailBlazers,NBA,2,40,Grant Jerrett, jerregr01,University of Arizona
,2013,Portland TrailBlazers,NBA,2,45,Marko Todorovic, todorma01,
,2012,Portland TrailBlazers,NBA,1,6,Damian Lillard, lillada01,Weber State University
,2012,Portland TrailBlazers,NBA,1,11,Meyers Leonard, leoname01,University of Illinois at Urbana-Champaign
,2012,Portland TrailBlazers,NBA,2,40,Will Barton, bartowi01,University of Memphis
,2012,Portland TrailBlazers,NBA,2,41,Tyshawn Taylor, tayloty01,University of Kansas
,2011,Portland TrailBlazers,NBA,1,21,Nolan Smith, smithno01,Duke University
,2011,Portland TrailBlazers,NBA,2,51,Jon Diebler, diebljo01,Ohio State University
,2010,Portland TrailBlazers,NBA,1,22,Elliot Williams, williel01,University of Memphis
,2010,Portland TrailBlazers,NBA,2,34,Armon Johnson, johnsar02,University of Nevada Reno
,2009,Portland TrailBlazers,NBA,1,22,Victor Claver, clavevi01,
,2009,Portland TrailBlazers,NBA,2,33,Dante Cunningham, cunnida01,Villanova University
,2009,Portland TrailBlazers,NBA,2,38,Jon Brockman, brockjo01,University of Washington
,2009,Portland TrailBlazers,NBA,2,55,Patrick Mills, millspa02,Saint Mary's College of California
,2008,Portland TrailBlazers,NBA,1,13,Brandon Rush, rushbr01,University of Kansas
,2008,Portland TrailBlazers,NBA,2,33,Joey Dorsey, dorsejo01,University of Memphis
,2008,Portland TrailBlazers,NBA,2,36,Omer Asik, asikom01,
,2008,Portland TrailBlazers,NBA,2,55,Mike Taylor, taylomi01,Iowa State University
,2007,Portland TrailBlazers,NBA,1,1,Greg Oden, odengr01,Ohio State University
,2007,Portland TrailBlazers,NBA,2,37,Josh McRoberts, mcrobjo01,Duke University
,2007,Portland TrailBlazers,NBA,2,42,Derrick Byars, byarsde01,Vanderbilt University
,2007,Portland TrailBlazers,NBA,2,52,Taurean Green, greenta01,University of Florida
,2007,Portland TrailBlazers,NBA,2,53,Demetris Nichols, nichode01,Syracuse University
,2006,Portland TrailBlazers,NBA,1,4,Tyrus Thomas, thomaty01,Louisiana State University
,2006,Portland TrailBlazers,NBA,1,30,Joel Freeland, freeljo01,
,2006,Portland TrailBlazers,NBA,2,31,James White, whiteja02,University of Cincinnati
,2005,Portland TrailBlazers,NBA,1,6,Martell Webster, webstma02,
,2005,Portland TrailBlazers,NBA,1,27,Linas Kleiza, kleizli01,University of Missouri
,2005,Portland TrailBlazers,NBA,2,35,Ricky Sanchez,,
,2004,Portland TrailBlazers,NBA,1,13,Sebastian Telfair, telfase01,
,2004,Portland TrailBlazers,NBA,1,23,Sergei Monia, moniase01,
,2004,Portland TrailBlazers,NBA,2,46,Ha Seung-Jin, seungha01,
,2003,Portland TrailBlazers,NBA,1,23,Travis Outlaw, outlatr01,
,2003,Portland TrailBlazers,NBA,2,54,Nedzad Sinanovic, sinanne01,
,2002,Portland TrailBlazers,NBA,1,21,Qyntel Woods, woodsqy01,Northeast Mississippi Community College
,2002,Portland TrailBlazers,NBA,2,43,Jason Jennings,Arkansas State University,
,2002,Portland TrailBlazers,NBA,2,51,Federico Kammerichs,,
,2001,Portland TrailBlazers,NBA,1,19,Zach Randolph, randoza01,Michigan State University
,2001,Portland TrailBlazers,NBA,2,50,Ruben Boumtje-Boumtje, boumtru01,Georgetown University
,2000,Portland TrailBlazers,NBA,1,28,Erick Barkley, barkler01,St. John's University
,1999,Portland TrailBlazers,NBA,2,52,Roberto Bergersen,Boise State University,
,1997,Portland TrailBlazers,NBA,1,18,Chris Anstey, anstech01,
,1997,Portland TrailBlazers,NBA,2,47,Alvin Williams, willial02,Villanova University
,1996,Portland TrailBlazers,NBA,1,17,Jermaine O'Neal, onealje01,
,1996,Portland TrailBlazers,NBA,2,46,Marcus Brown, brownma01,Murray State University
,1995,Portland TrailBlazers,NBA,1,8,Shawn Respert, respesh01,Michigan State University
,1994,Portland TrailBlazers,NBA,1,17,Aaron McKie, mckieaa01,Temple University
,1994,Portland TrailBlazers,NBA,2,43,Shawnelle Scott, scottsh01,St. John's University
,1993,Portland TrailBlazers,NBA,1,21,James Robinson, robinja02,University of Alabama
,1993,Portland TrailBlazers,NBA,2,48,Kevin Thompson, thompke01,North Carolina State University
,1992,Portland TrailBlazers,NBA,1,26,Dave Johnson, johnsda01,Syracuse University
,1992,Portland TrailBlazers,NBA,2,31,Reggie Smith, smithre01,Texas Christian University
,1991,Portland TrailBlazers,NBA,2,54,Marcus Kennedy,Eastern Michigan University,
,1990,Portland TrailBlazers,NBA,1,25,Alaa Abdelnaby, abdelal01,Duke University
,1989,Portland TrailBlazers,NBA,1,22,Byron Irvin, irvinby01,University of Missouri
,1989,Portland TrailBlazers,NBA,2,36,Clifford Robinson, robincl02,University of Connecticut
,1988,Portland TrailBlazers,NBA,1,21,Mark Bryant, bryanma01,Seton Hall University
,1988,Portland TrailBlazers,NBA,2,26,Rolando Ferreira, ferrero01,University of Houston
,1988,Portland TrailBlazers,NBA,3,53,Anthony Mason, masonan01,Tennessee State University
,1988,Portland TrailBlazers,NBA,3,71,Craig Neal, nealcr01,Georgia Institute of Technology
,1987,Portland TrailBlazers,NBA,1,17,Ronnie Murphy, murphro01,Jacksonville University
,1987,Portland TrailBlazers,NBA,2,29,Lester Fonville,Jackson State University,
,1987,Portland TrailBlazers,NBA,2,30,Nikita Wilson, wilsoni01,Louisiana State University
,1987,Portland TrailBlazers,NBA,3,63,Kevin Gamble, gamblke01,University of Iowa
,1987,Portland TrailBlazers,NBA,4,86,Norwood Barber,Florida State University,
,1987,Portland TrailBlazers,NBA,5,109,David Moss,University of Tulsa,
,1987,Portland TrailBlazers,NBA,6,132,Bernard Johnson,Loyola University of Chicago,
,1987,Portland TrailBlazers,NBA,7,155,Kenny Stone,George Fox University,
,1986,Portland TrailBlazers,NBA,1,14,Walter Berry, berrywa01,St. John's University
,1986,Portland TrailBlazers,NBA,1,24,Arvydas Sabonis, sabonar01,
,1986,Portland TrailBlazers,NBA,2,37,Parragiotis Fasoulas,North Carolina State University,
,1986,Portland TrailBlazers,NBA,3,49,Juden Smith,University of Texas at El Paso,
,1986,Portland TrailBlazers,NBA,3,60,Drazen Petrovic, petrodr01,
,1986,Portland TrailBlazers,NBA,4,83,David Shaffer,Florida State University,
,1986,Portland TrailBlazers,NBA,5,106,Jerry Adams,University of Oregon,
,1986,Portland TrailBlazers,NBA,6,129,Tony Hampton,Montana State University,
,1986,Portland TrailBlazers,NBA,7,152,Randy Schiff,Linfield College,
,1985,Portland TrailBlazers,NBA,1,24,Terry Porter, portete01,University of Wisconsin-Stevens Point
,1985,Portland TrailBlazers,NBA,2,25,Mike Smrek, smrekmi01,Canisius College
,1985,Portland TrailBlazers,NBA,2,39,George Montgomery,University of Illinois at Urbana-Champaign,
,1985,Portland TrailBlazers,NBA,3,61,Perry Young, youngpe01,Virginia Polytechnic Institute and State University
,1985,Portland TrailBlazers,NBA,4,85,Joe Atkinson,Oklahoma State University,
,1985,Portland TrailBlazers,NBA,5,107,James Anderson,Union College,
,1985,Portland TrailBlazers,NBA,6,131,Curtis Moore,University of Nebraska,
,1985,Portland TrailBlazers,NBA,7,153,Mark Owen,Albertson College of Idaho,
,1984,Portland TrailBlazers,NBA,1,2,Sam Bowie, bowiesa01,University of Kentucky
,1984,Portland TrailBlazers,NBA,1,19,Bernard Thompson, thompbe01,California State University Fresno
,1984,Portland TrailBlazers,NBA,2,26,Victor Fleming,Xavier University,
,1984,Portland TrailBlazers,NBA,2,33,Steve Colter, coltest01,New Mexico State University
,1984,Portland TrailBlazers,NBA,2,46,Jerome Kersey, kerseje01,Longwood University
,1984,Portland TrailBlazers,NBA,3,65,Tim Kearney,West Virginia University,
,1984,Portland TrailBlazers,NBA,4,88,Brett Applegate,Brigham Young University,
,1984,Portland TrailBlazers,NBA,5,111,Mike Whitmarsh,University of San Diego,
,1984,Portland TrailBlazers,NBA,6,134,Lance Ball,Western Oregon University,
,1984,Portland TrailBlazers,NBA,7,157,Victor Anger,Pepperdine University,
,1984,Portland TrailBlazers,NBA,8,180,Steve Flint,University of California San Diego,
,1984,Portland TrailBlazers,NBA,9,202,Dennis Black,University of Portland,
,1984,Portland TrailBlazers,NBA,10,224,Randy Dunn,George Fox University,
,1983,Portland TrailBlazers,NBA,1,14,Clyde Drexler, drexlcl01,University of Houston
,1983,Portland TrailBlazers,NBA,2,39,Granville Waiters, waitegr01,Ohio State University
,1983,Portland TrailBlazers,NBA,3,62,Tom Piotrowski, piotrto01,La Salle University
,1983,Portland TrailBlazers,NBA,4,85,Tim Dunham,Chaminade University of Honolulu,
,1983,Portland TrailBlazers,NBA,5,108,Gary Monroe,Wright State University,
,1983,Portland TrailBlazers,NBA,6,131,Derrick Pope,University of Montana,
,1983,Portland TrailBlazers,NBA,7,154,Paul Little,University of Pennsylvania,
,1983,Portland TrailBlazers,NBA,8,177,Frank Smith,University of Arizona,
,1983,Portland TrailBlazers,NBA,9,199,Phil Hopson,University of Idaho,
,1983,Portland TrailBlazers,NBA,10,220,Russ Christianson,East Oregon University,
,1982,Portland TrailBlazers,NBA,1,11,Fat Lever, leverfa01,Arizona State University
,1982,Portland TrailBlazers,NBA,2,33,Linton Townes, towneli01,James Madison University
,1982,Portland TrailBlazers,NBA,2,37,Audie Norris, norriau01,Jackson State University
,1982,Portland TrailBlazers,NBA,3,66,Phillip Lockett,University of Alabama,
,1982,Portland TrailBlazers,NBA,4,79,Eric Smith,Georgetown University,
,1982,Portland TrailBlazers,NBA,5,103,Cherokee Rhone,Centenary College of Louisiana,
,1982,Portland TrailBlazers,NBA,6,125,Leo Cunningham,Utah State University,
,1982,Portland TrailBlazers,NBA,7,149,Terry Long,Lamar University,
,1982,Portland TrailBlazers,NBA,8,171,Dave Porter,Western Oregon University,
,1982,Portland TrailBlazers,NBA,9,195,Mark Dearborn,Saint Joseph's University,
,1982,Portland TrailBlazers,NBA,10,215,Grant Taylor,University of California Irvine,
,1981,Portland TrailBlazers,NBA,1,15,Jeff Lamp, lampje01,University of Virginia
,1981,Portland TrailBlazers,NBA,1,16,Darnell Valentine, valenda01,University of Kansas
,1981,Portland TrailBlazers,NBA,2,26,Brian Jackson,Utah State University,
,1981,Portland TrailBlazers,NBA,3,50,Derek Holcomb,University of Illinois at Urbana-Champaign,
,1981,Portland TrailBlazers,NBA,3,61,Petur Gudmundsson, gudmupe01,University of Washington
,1981,Portland TrailBlazers,NBA,4,85,Pete Verhoeven, verhope01,California State University Fresno
,1981,Portland TrailBlazers,NBA,5,107,Herb Andrew,University of South Alabama,
,1981,Portland TrailBlazers,NBA,6,131,Roshern Arnie,University of Texas at El Paso,
,1981,Portland TrailBlazers,NBA,7,153,Julius Wayne,University of Texas at El Paso,
,1981,Portland TrailBlazers,NBA,8,176,John Smith,Saint Joseph's University,
,1981,Portland TrailBlazers,NBA,9,196,Sid Williams,San Jose State University,
,1981,Portland TrailBlazers,NBA,10,217,Steve Cochran,Lewis and Clark College,
,1980,Portland TrailBlazers,NBA,1,10,Ronnie Lester, lestero01,University of Iowa
,1980,Portland TrailBlazers,NBA,2,32,David Lawrence,McNeese State University,
,1980,Portland TrailBlazers,NBA,2,33,Bruce Collins,Weber State University,
,1980,Portland TrailBlazers,NBA,3,56,Mike Harper, harpemi01,North Park University
,1980,Portland TrailBlazers,NBA,4,79,Kelvin Henderson,Saint Louis University,
,1980,Portland TrailBlazers,NBA,5,102,Larry Belin,University of New Mexico,
,1980,Portland TrailBlazers,NBA,6,125,Perry Mirkovich,University of Lethbridge,
,1980,Portland TrailBlazers,NBA,7,148,Gig Sims,University of California Los Angeles,
,1980,Portland TrailBlazers,NBA,8,168,John Stroeder, stroejo01,University of Montana
,1980,Portland TrailBlazers,NBA,9,188,Rich Boucher,University of Maine,
,1980,Portland TrailBlazers,NBA,10,205,Dave Kufeld,Yeshiva University,
,1979,Portland TrailBlazers,NBA,1,12,Jim Paxson, paxsoji02,University of Dayton
,1979,Portland TrailBlazers,NBA,2,40,Andrew Fields,Cheyney University of Pennsylvania,
,1979,Portland TrailBlazers,NBA,3,56,Mickey Fox,Saint Mary's University,
,1979,Portland TrailBlazers,NBA,4,78,Daryll Robinson,Appalachian State University,
,1979,Portland TrailBlazers,NBA,5,100,Matt White,University of Pennsylvania,
,1979,Portland TrailBlazers,NBA,6,120,Ray Ellis,Pepperdine University,
,1979,Portland TrailBlazers,NBA,7,140,Jeff Tropf,Central Michigan University,
,1979,Portland TrailBlazers,NBA,8,159,Willie Pounds,Chaminade University of Honolulu,
,1979,Portland TrailBlazers,NBA,9,177,Stan Eckwood,Harding University,
,1979,Portland TrailBlazers,NBA,10,195,Kelvin Small,University of Oregon,
,1978,Portland TrailBlazers,NBA,1,1,Mychal Thompson, thompmy01,University of Minnesota
,1978,Portland TrailBlazers,NBA,1,7,Ron Brewer, brewero01,University of Arkansas
,1978,Portland TrailBlazers,NBA,2,24,Keith Herron, herroke01,Villanova University
,1978,Portland TrailBlazers,NBA,2,44,Clemon Johnson, johnscl01,Florida Agricultural and Mechanical University
,1978,Portland TrailBlazers,NBA,3,66,Sterling Edmunds,Dartmouth College,
,1978,Portland TrailBlazers,NBA,5,110,Clay Johnson, johnscl02,University of Missouri
,1978,Portland TrailBlazers,NBA,6,131,Tim Evans,University of Puget Sound,
,1978,Portland TrailBlazers,NBA,7,152,Walter Reason,Pacific University,
,1978,Portland TrailBlazers,NBA,8,170,Mark Wickman,Linfield College,
,1978,Portland TrailBlazers,NBA,9,186,Paul Cozens,College of the Holy Cross,
,1978,Portland TrailBlazers,NBA,10,202,Tim Workington,Biola University,
,1977,Portland TrailBlazers,NBA,1,19,Rich Laurel, laureri01,Hofstra University
,1977,Portland TrailBlazers,NBA,2,28,Kim Anderson, anderki01,University of Missouri
,1977,Portland TrailBlazers,NBA,2,41,T.R. Dunn, dunntr01,University of Alabama
,1977,Portland TrailBlazers,NBA,3,63,Ricky Brown,University of Alabama,
,1977,Portland TrailBlazers,NBA,4,85,Greg White,University of Southern California,
,1977,Portland TrailBlazers,NBA,5,107,Donn Wilber,La Salle University,
,1977,Portland TrailBlazers,NBA,6,128,Myron Jordan,University of the Pacific,
,1977,Portland TrailBlazers,NBA,7,148,Don Smith,Oregon State University,
,1977,Portland TrailBlazers,NBA,8,167,Harold Rhodes,University of Washington,
,1976,Portland TrailBlazers,NBA,1,5,Wally Walker, walkewa01,University of Virginia
,1976,Portland TrailBlazers,NBA,2,20,Major Jones, jonesma01,Albany State University
,1976,Portland TrailBlazers,NBA,2,22,Johnny Davis, davisjo01,University of Dayton
,1976,Portland TrailBlazers,NBA,3,39,Jeff Tyson,Western Michigan University,
,1976,Portland TrailBlazers,NBA,4,56,David Everett,Grand Canyon University,
,1976,Portland TrailBlazers,NBA,5,73,Gary Reddings,Auburn University,
,1976,Portland TrailBlazers,NBA,7,109,Al DeWitt,Weber State University,
,1976,Portland TrailBlazers,NBA,8,127,Brant Gibbler,University of Puget Sound,
,1976,Portland TrailBlazers,NBA,9,145,Rob Torresdal,Linfield College,
,1976,Portland TrailBlazers,NBA,10,162,Marcos Leite,Pepperdine University,
,1975,Portland TrailBlazers,NBA,1,6,Lionel Hollins, hollili01,Arizona State University
,1975,Portland TrailBlazers,NBA,2,25,Bob Gross, grossbo01,California State University Long Beach
,1975,Portland TrailBlazers,NBA,3,42,Tom Roy,University of Maryland,
,1975,Portland TrailBlazers,NBA,3,50,Gus Gerard, gerargu01,University of Virginia
,1975,Portland TrailBlazers,NBA,4,61,Phil Hicks, hicksph01,Tulane University
,1975,Portland TrailBlazers,NBA,5,78,Maurice Presley,University of Houston,
,1975,Portland TrailBlazers,NBA,6,97,Gerald Willett,University of Oregon,
,1975,Portland TrailBlazers,NBA,7,114,Steve Fields,Miami University,
,1975,Portland TrailBlazers,NBA,8,133,Charley Neal,Oregon State University,
,1975,Portland TrailBlazers,NBA,9,149,Quintin Braxton,University of Portland,
,1975,Portland TrailBlazers,NBA,10,166,Tyree Foster,University of Portland,
,1974,Portland TrailBlazers,NBA,1,1,Bill Walton, waltobi01,University of California Los Angeles
,1974,Portland TrailBlazers,NBA,2,20,Jan Van Breda Kolff, vanbrja01,Vanderbilt University
,1974,Portland TrailBlazers,NBA,2,34,Phil Lumpkin, lumpkph01,Miami University
,1974,Portland TrailBlazers,NBA,2,36,Rubin Collins,University of Maryland Eastern Shore,
,1974,Portland TrailBlazers,NBA,4,56,Mickey Johnson, johnsmi01,Aurora University
,1974,Portland TrailBlazers,NBA,5,74,Bernard Hardin,University of New Mexico,
,1974,Portland TrailBlazers,NBA,6,92,Dan Anderson, anderda02,University of Southern California
,1974,Portland TrailBlazers,NBA,7,110,Doug Richards,Brigham Young University,
,1974,Portland TrailBlazers,NBA,8,128,Eldridge Broussard,Pacific University,
,1974,Portland TrailBlazers,NBA,9,146,Lee Haven,University of Colorado,
,1974,Portland TrailBlazers,NBA,10,163,Ron Jones,Oregon State University,
,1973,Portland TrailBlazers,NBA,1,15,Barry Parkhill, parkhba01,University of Virginia
,1973,Portland TrailBlazers,NBA,4,55,William Averitt,Pepperdine University,
,1973,Portland TrailBlazers,NBA,5,71,Fran Costello,Providence College,
,1973,Portland TrailBlazers,NBA,6,89,Neal Jurgensen,Oregon State University,
,1973,Portland TrailBlazers,NBA,7,105,Larry Hollyfield,University of California Los Angeles,
,1973,Portland TrailBlazers,NBA,8,123,Lendell Resson,Eastern Michigan University,
,1973,Portland TrailBlazers,NBA,9,139,Mike Contreras,Arizona State University,
,1973,Portland TrailBlazers,NBA,10,154,Sam Whitehead,Oregon State University,
,1973,Portland TrailBlazers,NBA,11,167,Ed Payne,Wake Forest University,
,1973,Portland TrailBlazers,NBA,12,177,Rick Holdt,North Carolina State University,
,1972,Portland TrailBlazers,NBA,1,1,LaRue Martin, martila01,Loyola University of Chicago
,1972,Portland TrailBlazers,NBA,2,14,Bob Davis, davisbo01,Weber State University
,1972,Portland TrailBlazers,NBA,2,26,Dave Twardzik, twardda01,Old Dominion University
,1972,Portland TrailBlazers,NBA,2,30,Ollie Johnson, johnsol01,Temple University
,1972,Portland TrailBlazers,NBA,3,31,Lloyd Neal, nealll01,Tennessee State University
,1972,Portland TrailBlazers,NBA,4,48,Gary Stewart,Canisius College,
,1972,Portland TrailBlazers,NBA,5,64,Mike Reid,University of California Riverside,
,1972,Portland TrailBlazers,NBA,6,81,Joe Gaines,Belmont University,
,1972,Portland TrailBlazers,NBA,7,98,Bob Lynn,California State University Long Beach,
,1972,Portland TrailBlazers,NBA,8,114,Ruben Vance,Kent State University,
,1972,Portland TrailBlazers,NBA,9,130,Scott McCandlish,University of Virginia,
,1972,Portland TrailBlazers,NBA,10,144,Kresimir Cosic,Brigham Young University,
,1972,Portland TrailBlazers,NBA,11,157,Jimmy Wilkins,San Diego State University,
,1972,Portland TrailBlazers,NBA,13,175,Larry Morris,University of Tulsa,
,1972,Portland TrailBlazers,NBA,14,181,Paul Kelley,Shaw University,
,1972,Portland TrailBlazers,NBA,15,188,Rich Haubeggar,Wake Forest University,
,1972,Portland TrailBlazers,NBA,16,193,Mose Adolph,California State University Los Angeles,
,1971,Portland TrailBlazers,NBA,1,2,Sidney Wicks, wickssi01,University of California Los Angeles
,1971,Portland TrailBlazers,NBA,2,25,Charlie Yelverton, yelvech01,Fordham University
,1971,Portland TrailBlazers,NBA,2,27,Richard Fisher, fisheri01,Colorado State University
,1971,Portland TrailBlazers,NBA,3,37,Larry Steele, steella01,University of Kentucky
,1971,Portland TrailBlazers,NBA,3,42,William Smith, smithwi01,Syracuse University
,1971,Portland TrailBlazers,NBA,4,54,Bobby Fields, fieldbo01,La Salle University
,1971,Portland TrailBlazers,NBA,5,71,Hector Blondet,Murray State University,
,1971,Portland TrailBlazers,NBA,6,88,Jim Day,Morehead State University,
,1971,Portland TrailBlazers,NBA,7,105,Gene Knolle,Texas Tech University,
,1971,Portland TrailBlazers,NBA,8,122,John Sutter,Tulane University,
,1971,Portland TrailBlazers,NBA,9,139,Goo Kennedy, kennego01,Texas Christian University
,1971,Portland TrailBlazers,NBA,10,155,Greg Starrick,Southern Illinois University,
,1971,Portland TrailBlazers,NBA,11,171,Howard Burford,Gonzaga University,
,1971,Portland TrailBlazers,NBA,12,185,Don Sechler,Delaware Valley College,
,1970,Portland TrailBlazers,NBA,1,8,Geoff Petrie, petrige01,Princeton University
,1970,Portland TrailBlazers,NBA,2,25,Walt Gilmore, gilmowa01,Fort Valley State University
,1970,Portland TrailBlazers,NBA,3,42,Bill Cain,Iowa State University,
,1970,Portland TrailBlazers,NBA,4,59,Jim Penix,Bowling Green State University,
,1970,Portland TrailBlazers,NBA,5,76,Ron Knight, knighro01,California State University Los Angeles
,1970,Portland TrailBlazers,NBA,6,93,George Janky,University of Dayton,
,1970,Portland TrailBlazers,NBA,7,110,Claude English, englicl01,University of Rhode Island
,1970,Portland TrailBlazers,NBA,8,127,Doug Boyd,Texas Christian University,
,1970,Portland TrailBlazers,NBA,9,144,Billy Gaskins,University of Oregon,
,,,,,,,,
,,,,,,,,
,2018,Houston Rockets,NBA,2,46,De'Anthony Melton, meltode01,University of Southern California
,2017,Houston Rockets,NBA,2,43,Isaiah Hartenstein, harteis01,
,2017,Houston Rockets,NBA,2,45,Dillon Brooks, brookdi01,University of Oregon
,2016,Houston Rockets,NBA,2,37,Chinanu Onuaku, onuakch01,University of Louisville
,2016,Houston Rockets,NBA,2,43,Zhou Qi, qizh01,
,2015,Houston Rockets,NBA,1,18,Sam Dekker, dekkesa01,University of Wisconsin
,2015,Houston Rockets,NBA,2,32,Montrezl Harrell, harremo01,University of Louisville
,2014,Houston Rockets,NBA,1,25,Clint Capela, capelca01,
,2014,Houston Rockets,NBA,2,42,Nick Johnson, johnsni01,University of Arizona
,2013,Houston Rockets,NBA,2,34,Isaiah Canaan, canaais01,Murray State University
,2012,Houston Rockets,NBA,1,12,Jeremy Lamb, lambje01,University of Connecticut
,2012,Houston Rockets,NBA,1,16,Royce White, whitero03,Iowa State University
,2012,Houston Rockets,NBA,1,18,Terrence Jones, joneste01,University of Kentucky
,2011,Houston Rockets,NBA,1,14,Marcus Morris, morrima03,University of Kansas
,2011,Houston Rockets,NBA,1,23,Nikola Mirotic, mirotni01,
,2011,Houston Rockets,NBA,2,38,Chandler Parsons, parsoch01,University of Florida
,2010,Houston Rockets,NBA,1,14,Patrick Patterson, pattepa01,University of Kentucky
,2008,Houston Rockets,NBA,1,25,Nicolas Batum, batumni01,
,2008,Houston Rockets,NBA,2,54,Maarty Leunen, leunema01,University of Oregon
,2007,Houston Rockets,NBA,1,26,Aaron Brooks, brookaa01,University of Oregon
,2007,Houston Rockets,NBA,2,54,Brad Newley, newlebr01,
,2006,Houston Rockets,NBA,1,8,Rudy Gay, gayru01,University of Connecticut
,2006,Houston Rockets,NBA,2,32,Steve Novak, novakst01,Marquette University
,2005,Houston Rockets,NBA,1,24,Luther Head, headlu01,University of Illinois at Urbana-Champaign
,2004,Houston Rockets,NBA,2,55,Luis Flores, florelu01,Manhattan College
,2003,Houston Rockets,NBA,2,44,Malick Badiane,,
,2002,Houston Rockets,NBA,1,1,Yao Ming, mingya01,
,2002,Houston Rockets,NBA,1,15,Bostjan Nachbar, nachbbo01,
,2002,Houston Rockets,NBA,2,38,Tito Maddox, maddoti01,California State University Fresno
,2001,Houston Rockets,NBA,1,13,Richard Jefferson, jefferi01,University of Arizona
,2001,Houston Rockets,NBA,1,18,Jason Collins, collija04,Stanford University
,2001,Houston Rockets,NBA,1,23,Brandon Armstrong, armstbr01,Pepperdine University
,2000,Houston Rockets,NBA,1,9,Joel Przybilla, przybjo01,University of Minnesota
,2000,Houston Rockets,NBA,2,38,Eduardo Najera, najered01,University of Oklahoma
,1999,Houston Rockets,NBA,1,22,Kenny Thomas, thomake01,University of New Mexico
,1999,Houston Rockets,NBA,2,44,Tyrone Washington,Mississippi State University,
,1999,Houston Rockets,NBA,2,50,Venson Hamilton, hamilve01,University of Nebraska
,1998,Houston Rockets,NBA,1,14,Michael Dickerson, dickemi01,University of Arizona
,1998,Houston Rockets,NBA,1,16,Bryce Drew, drewbr01,Valparaiso University
,1998,Houston Rockets,NBA,1,18,Mirsad Turkcan, turkcmi01,
,1998,Houston Rockets,NBA,2,41,Cuttino Mobley, moblecu01,University of Rhode Island
,1997,Houston Rockets,NBA,1,24,Rodrick Rhodes, rhodero01,University of Southern California
,1997,Houston Rockets,NBA,2,29,Serge Zwikker,University of North Carolina,
,1996,Houston Rockets,NBA,2,30,Othella Harrington, harriot01,Georgetown University
,1996,Houston Rockets,NBA,2,42,Randy Livingston, livinra01,Louisiana State University
,1996,Houston Rockets,NBA,2,50,Terrell Bell,University of Georgia,
,1995,Houston Rockets,NBA,2,41,Erik Meek,Duke University,
,1994,Houston Rockets,NBA,2,53,Albert Burditt,University of Texas at Austin,
,1993,Houston Rockets,NBA,1,24,Sam Cassell, cassesa01,Florida State University
,1993,Houston Rockets,NBA,2,46,Richard Petruska, petruri01,University of California Los Angeles
,1993,Houston Rockets,NBA,2,50,Marcelo Nicola,,
,1992,Houston Rockets,NBA,1,11,Robert Horry, horryro01,University of Alabama
,1992,Houston Rockets,NBA,2,41,Popeye Jones, jonespo01,Murray State University
,1992,Houston Rockets,NBA,2,53,Curtis Blair,University of Richmond,
,1991,Houston Rockets,NBA,1,20,John Turner, turnejo01,Phillips University
,1991,Houston Rockets,NBA,2,47,Keith Hughes,Rutgers University,
,1991,Houston Rockets,NBA,2,51,Zan Tabak, tabakza01,
,1990,Houston Rockets,NBA,1,12,Alec Kessler, kesslal01,University of Georgia
,1988,Houston Rockets,NBA,1,16,Derrick Chievous, chievde01,University of Missouri
,1987,Houston Rockets,NBA,2,35,Doug Lee, leedo01,Purdue University
,1987,Houston Rockets,NBA,4,82,Joe Niego,Lewis University,
,1987,Houston Rockets,NBA,5,104,Andre LaFleur,Northeastern University,
,1987,Houston Rockets,NBA,6,129,Fred Jenkins,University of Tennessee,
,1987,Houston Rockets,NBA,7,151,Clarence Grier,Campbell University,
